"recorte";"agente";"ano_epidemiologico";"semana_epidemiologica";"inicio_da_semana";"casos"
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;1;"2022-01-02";839
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;2;"2022-01-09";2015
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;3;"2022-01-16";2265
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;4;"2022-01-23";1666
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;5;"2022-01-30";873
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;6;"2022-02-06";362
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;7;"2022-02-13";212
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;8;"2022-02-20";118
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;9;"2022-02-27";72
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;10;"2022-03-06";64
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;11;"2022-03-13";30
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;12;"2022-03-20";33
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;13;"2022-03-27";46
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;14;"2022-04-03";34
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;15;"2022-04-10";31
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;16;"2022-04-17";34
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;17;"2022-04-24";51
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;18;"2022-05-01";60
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;19;"2022-05-08";80
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;20;"2022-05-15";153
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;21;"2022-05-22";274
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;22;"2022-05-29";448
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;23;"2022-06-05";600
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;24;"2022-06-12";664
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;25;"2022-06-19";767
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;26;"2022-06-26";642
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;27;"2022-07-03";397
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;28;"2022-07-10";265
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;29;"2022-07-17";169
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;30;"2022-07-24";93
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;31;"2022-07-31";73
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;32;"2022-08-07";50
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;33;"2022-08-14";45
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;34;"2022-08-21";38
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;35;"2022-08-28";35
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;36;"2022-09-04";21
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;37;"2022-09-11";18
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;38;"2022-09-18";20
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;39;"2022-09-25";17
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;40;"2022-10-02";22
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;41;"2022-10-09";39
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;42;"2022-10-16";47
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;43;"2022-10-23";91
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;44;"2022-10-30";210
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;45;"2022-11-06";457
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;46;"2022-11-13";596
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;47;"2022-11-20";458
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;48;"2022-11-27";361
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;49;"2022-12-04";293
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;50;"2022-12-11";157
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;51;"2022-12-18";132
"Estado do Rio de Janeiro";"SARS-CoV-2";2022;52;"2022-12-25";121
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;1;"2023-01-01";83
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;2;"2023-01-08";55
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;3;"2023-01-15";55
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;4;"2023-01-22";39
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;5;"2023-01-29";60
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;6;"2023-02-05";72
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;7;"2023-02-12";80
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;8;"2023-02-19";139
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;9;"2023-02-26";204
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;10;"2023-03-05";187
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;11;"2023-03-12";189
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;12;"2023-03-19";137
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;13;"2023-03-26";116
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;14;"2023-04-02";94
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;15;"2023-04-09";113
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;16;"2023-04-16";79
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;17;"2023-04-23";60
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;18;"2023-04-30";51
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;19;"2023-05-07";46
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;20;"2023-05-14";39
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;21;"2023-05-21";35
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;22;"2023-05-28";31
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;23;"2023-06-04";26
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;24;"2023-06-11";43
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;25;"2023-06-18";26
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;26;"2023-06-25";31
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;27;"2023-07-02";28
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;28;"2023-07-09";20
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;29;"2023-07-16";20
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;30;"2023-07-23";23
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;31;"2023-07-30";29
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;32;"2023-08-06";27
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;33;"2023-08-13";41
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;34;"2023-08-20";56
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;35;"2023-08-27";87
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;36;"2023-09-03";110
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;37;"2023-09-10";126
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;38;"2023-09-17";169
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;39;"2023-09-24";147
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;40;"2023-10-01";184
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;41;"2023-10-08";154
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;42;"2023-10-15";144
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;43;"2023-10-22";116
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;44;"2023-10-29";92
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;45;"2023-11-05";123
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;46;"2023-11-12";78
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;47;"2023-11-19";47
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;48;"2023-11-26";37
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;49;"2023-12-03";28
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;50;"2023-12-10";26
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;51;"2023-12-17";28
"Estado do Rio de Janeiro";"SARS-CoV-2";2023;52;"2023-12-24";32
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;1;"2023-12-31";33
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;2;"2024-01-07";36
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;3;"2024-01-14";51
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;4;"2024-01-21";59
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;5;"2024-01-28";100
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;6;"2024-02-04";159
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;7;"2024-02-11";173
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;8;"2024-02-18";170
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;9;"2024-02-25";139
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;10;"2024-03-03";83
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;11;"2024-03-10";52
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;12;"2024-03-17";42
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;13;"2024-03-24";21
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;14;"2024-03-31";21
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;15;"2024-04-07";13
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;16;"2024-04-14";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;17;"2024-04-21";7
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;18;"2024-04-28";10
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;19;"2024-05-05";4
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;20;"2024-05-12";6
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;21;"2024-05-19";2
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;22;"2024-05-26";5
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;23;"2024-06-02";3
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;24;"2024-06-09";9
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;25;"2024-06-16";3
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;26;"2024-06-23";2
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;27;"2024-06-30";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;28;"2024-07-07";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;29;"2024-07-14";7
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;30;"2024-07-21";14
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;31;"2024-07-28";10
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;32;"2024-08-04";11
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;33;"2024-08-11";32
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;34;"2024-08-18";35
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;35;"2024-08-25";40
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;36;"2024-09-01";51
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;37;"2024-09-08";36
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;38;"2024-09-15";31
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;39;"2024-09-22";38
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;40;"2024-09-29";34
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;41;"2024-10-06";29
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;42;"2024-10-13";40
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;43;"2024-10-20";42
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;44;"2024-10-27";44
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;45;"2024-11-03";66
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;46;"2024-11-10";73
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;47;"2024-11-17";88
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;48;"2024-11-24";84
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;49;"2024-12-01";69
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;50;"2024-12-08";62
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;51;"2024-12-15";65
"Estado do Rio de Janeiro";"SARS-CoV-2";2024;52;"2024-12-22";50
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;1;"2024-12-29";44
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;2;"2025-01-05";38
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;3;"2025-01-12";24
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;4;"2025-01-19";20
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;5;"2025-01-26";11
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;6;"2025-02-02";11
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;7;"2025-02-09";13
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;8;"2025-02-16";16
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;9;"2025-02-23";11
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;10;"2025-03-02";5
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;11;"2025-03-09";9
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;12;"2025-03-16";6
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;13;"2025-03-23";0
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;14;"2025-03-30";10
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;15;"2025-04-06";9
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;16;"2025-04-13";9
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;17;"2025-04-20";7
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;18;"2025-04-27";12
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;19;"2025-05-04";7
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;20;"2025-05-11";10
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;21;"2025-05-18";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;22;"2025-05-25";14
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;23;"2025-06-01";27
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;24;"2025-06-08";47
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;25;"2025-06-15";41
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;26;"2025-06-22";27
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;27;"2025-06-29";17
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;28;"2025-07-06";21
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;29;"2025-07-13";35
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;30;"2025-07-20";49
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;31;"2025-07-27";37
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;32;"2025-08-03";54
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;33;"2025-08-10";71
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;34;"2025-08-17";69
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;35;"2025-08-24";37
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;36;"2025-08-31";34
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;37;"2025-09-07";28
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;38;"2025-09-14";34
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;39;"2025-09-21";31
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;40;"2025-09-28";13
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;41;"2025-10-05";19
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;42;"2025-10-12";14
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;43;"2025-10-19";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;44;"2025-10-26";4
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;45;"2025-11-02";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;46;"2025-11-09";6
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;47;"2025-11-16";12
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;48;"2025-11-23";3
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;49;"2025-11-30";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;50;"2025-12-07";5
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;51;"2025-12-14";8
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;52;"2025-12-21";7
"Estado do Rio de Janeiro";"SARS-CoV-2";2025;53;"2025-12-28";21
"Estado do Rio de Janeiro";"Influenza";2022;1;"2022-01-02";111
"Estado do Rio de Janeiro";"Influenza";2022;2;"2022-01-09";26
"Estado do Rio de Janeiro";"Influenza";2022;3;"2022-01-16";12
"Estado do Rio de Janeiro";"Influenza";2022;4;"2022-01-23";5
"Estado do Rio de Janeiro";"Influenza";2022;5;"2022-01-30";1
"Estado do Rio de Janeiro";"Influenza";2022;6;"2022-02-06";5
"Estado do Rio de Janeiro";"Influenza";2022;7;"2022-02-13";5
"Estado do Rio de Janeiro";"Influenza";2022;8;"2022-02-20";3
"Estado do Rio de Janeiro";"Influenza";2022;9;"2022-02-27";3
"Estado do Rio de Janeiro";"Influenza";2022;10;"2022-03-06";3
"Estado do Rio de Janeiro";"Influenza";2022;11;"2022-03-13";1
"Estado do Rio de Janeiro";"Influenza";2022;12;"2022-03-20";6
"Estado do Rio de Janeiro";"Influenza";2022;13;"2022-03-27";9
"Estado do Rio de Janeiro";"Influenza";2022;14;"2022-04-03";6
"Estado do Rio de Janeiro";"Influenza";2022;15;"2022-04-10";4
"Estado do Rio de Janeiro";"Influenza";2022;16;"2022-04-17";2
"Estado do Rio de Janeiro";"Influenza";2022;17;"2022-04-24";0
"Estado do Rio de Janeiro";"Influenza";2022;18;"2022-05-01";2
"Estado do Rio de Janeiro";"Influenza";2022;19;"2022-05-08";3
"Estado do Rio de Janeiro";"Influenza";2022;20;"2022-05-15";4
"Estado do Rio de Janeiro";"Influenza";2022;21;"2022-05-22";5
"Estado do Rio de Janeiro";"Influenza";2022;22;"2022-05-29";6
"Estado do Rio de Janeiro";"Influenza";2022;23;"2022-06-05";0
"Estado do Rio de Janeiro";"Influenza";2022;24;"2022-06-12";2
"Estado do Rio de Janeiro";"Influenza";2022;25;"2022-06-19";3
"Estado do Rio de Janeiro";"Influenza";2022;26;"2022-06-26";4
"Estado do Rio de Janeiro";"Influenza";2022;27;"2022-07-03";2
"Estado do Rio de Janeiro";"Influenza";2022;28;"2022-07-10";6
"Estado do Rio de Janeiro";"Influenza";2022;29;"2022-07-17";3
"Estado do Rio de Janeiro";"Influenza";2022;30;"2022-07-24";1
"Estado do Rio de Janeiro";"Influenza";2022;31;"2022-07-31";2
"Estado do Rio de Janeiro";"Influenza";2022;32;"2022-08-07";9
"Estado do Rio de Janeiro";"Influenza";2022;33;"2022-08-14";3
"Estado do Rio de Janeiro";"Influenza";2022;34;"2022-08-21";1
"Estado do Rio de Janeiro";"Influenza";2022;35;"2022-08-28";3
"Estado do Rio de Janeiro";"Influenza";2022;36;"2022-09-04";3
"Estado do Rio de Janeiro";"Influenza";2022;37;"2022-09-11";2
"Estado do Rio de Janeiro";"Influenza";2022;38;"2022-09-18";5
"Estado do Rio de Janeiro";"Influenza";2022;39;"2022-09-25";5
"Estado do Rio de Janeiro";"Influenza";2022;40;"2022-10-02";4
"Estado do Rio de Janeiro";"Influenza";2022;41;"2022-10-09";8
"Estado do Rio de Janeiro";"Influenza";2022;42;"2022-10-16";15
"Estado do Rio de Janeiro";"Influenza";2022;43;"2022-10-23";18
"Estado do Rio de Janeiro";"Influenza";2022;44;"2022-10-30";21
"Estado do Rio de Janeiro";"Influenza";2022;45;"2022-11-06";10
"Estado do Rio de Janeiro";"Influenza";2022;46;"2022-11-13";13
"Estado do Rio de Janeiro";"Influenza";2022;47;"2022-11-20";6
"Estado do Rio de Janeiro";"Influenza";2022;48;"2022-11-27";2
"Estado do Rio de Janeiro";"Influenza";2022;49;"2022-12-04";4
"Estado do Rio de Janeiro";"Influenza";2022;50;"2022-12-11";2
"Estado do Rio de Janeiro";"Influenza";2022;51;"2022-12-18";4
"Estado do Rio de Janeiro";"Influenza";2022;52;"2022-12-25";1
"Estado do Rio de Janeiro";"Influenza";2023;1;"2023-01-01";2
"Estado do Rio de Janeiro";"Influenza";2023;2;"2023-01-08";4
"Estado do Rio de Janeiro";"Influenza";2023;3;"2023-01-15";4
"Estado do Rio de Janeiro";"Influenza";2023;4;"2023-01-22";5
"Estado do Rio de Janeiro";"Influenza";2023;5;"2023-01-29";0
"Estado do Rio de Janeiro";"Influenza";2023;6;"2023-02-05";3
"Estado do Rio de Janeiro";"Influenza";2023;7;"2023-02-12";2
"Estado do Rio de Janeiro";"Influenza";2023;8;"2023-02-19";10
"Estado do Rio de Janeiro";"Influenza";2023;9;"2023-02-26";6
"Estado do Rio de Janeiro";"Influenza";2023;10;"2023-03-05";10
"Estado do Rio de Janeiro";"Influenza";2023;11;"2023-03-12";17
"Estado do Rio de Janeiro";"Influenza";2023;12;"2023-03-19";12
"Estado do Rio de Janeiro";"Influenza";2023;13;"2023-03-26";15
"Estado do Rio de Janeiro";"Influenza";2023;14;"2023-04-02";14
"Estado do Rio de Janeiro";"Influenza";2023;15;"2023-04-09";14
"Estado do Rio de Janeiro";"Influenza";2023;16;"2023-04-16";27
"Estado do Rio de Janeiro";"Influenza";2023;17;"2023-04-23";47
"Estado do Rio de Janeiro";"Influenza";2023;18;"2023-04-30";69
"Estado do Rio de Janeiro";"Influenza";2023;19;"2023-05-07";57
"Estado do Rio de Janeiro";"Influenza";2023;20;"2023-05-14";50
"Estado do Rio de Janeiro";"Influenza";2023;21;"2023-05-21";42
"Estado do Rio de Janeiro";"Influenza";2023;22;"2023-05-28";45
"Estado do Rio de Janeiro";"Influenza";2023;23;"2023-06-04";27
"Estado do Rio de Janeiro";"Influenza";2023;24;"2023-06-11";20
"Estado do Rio de Janeiro";"Influenza";2023;25;"2023-06-18";13
"Estado do Rio de Janeiro";"Influenza";2023;26;"2023-06-25";13
"Estado do Rio de Janeiro";"Influenza";2023;27;"2023-07-02";21
"Estado do Rio de Janeiro";"Influenza";2023;28;"2023-07-09";17
"Estado do Rio de Janeiro";"Influenza";2023;29;"2023-07-16";10
"Estado do Rio de Janeiro";"Influenza";2023;30;"2023-07-23";13
"Estado do Rio de Janeiro";"Influenza";2023;31;"2023-07-30";7
"Estado do Rio de Janeiro";"Influenza";2023;32;"2023-08-06";4
"Estado do Rio de Janeiro";"Influenza";2023;33;"2023-08-13";5
"Estado do Rio de Janeiro";"Influenza";2023;34;"2023-08-20";8
"Estado do Rio de Janeiro";"Influenza";2023;35;"2023-08-27";2
"Estado do Rio de Janeiro";"Influenza";2023;36;"2023-09-03";1
"Estado do Rio de Janeiro";"Influenza";2023;37;"2023-09-10";5
"Estado do Rio de Janeiro";"Influenza";2023;38;"2023-09-17";5
"Estado do Rio de Janeiro";"Influenza";2023;39;"2023-09-24";2
"Estado do Rio de Janeiro";"Influenza";2023;40;"2023-10-01";3
"Estado do Rio de Janeiro";"Influenza";2023;41;"2023-10-08";3
"Estado do Rio de Janeiro";"Influenza";2023;42;"2023-10-15";1
"Estado do Rio de Janeiro";"Influenza";2023;43;"2023-10-22";4
"Estado do Rio de Janeiro";"Influenza";2023;44;"2023-10-29";2
"Estado do Rio de Janeiro";"Influenza";2023;45;"2023-11-05";2
"Estado do Rio de Janeiro";"Influenza";2023;46;"2023-11-12";3
"Estado do Rio de Janeiro";"Influenza";2023;47;"2023-11-19";3
"Estado do Rio de Janeiro";"Influenza";2023;48;"2023-11-26";3
"Estado do Rio de Janeiro";"Influenza";2023;49;"2023-12-03";2
"Estado do Rio de Janeiro";"Influenza";2023;50;"2023-12-10";6
"Estado do Rio de Janeiro";"Influenza";2023;51;"2023-12-17";9
"Estado do Rio de Janeiro";"Influenza";2023;52;"2023-12-24";2
"Estado do Rio de Janeiro";"Influenza";2024;1;"2023-12-31";5
"Estado do Rio de Janeiro";"Influenza";2024;2;"2024-01-07";4
"Estado do Rio de Janeiro";"Influenza";2024;3;"2024-01-14";11
"Estado do Rio de Janeiro";"Influenza";2024;4;"2024-01-21";15
"Estado do Rio de Janeiro";"Influenza";2024;5;"2024-01-28";28
"Estado do Rio de Janeiro";"Influenza";2024;6;"2024-02-04";28
"Estado do Rio de Janeiro";"Influenza";2024;7;"2024-02-11";30
"Estado do Rio de Janeiro";"Influenza";2024;8;"2024-02-18";40
"Estado do Rio de Janeiro";"Influenza";2024;9;"2024-02-25";54
"Estado do Rio de Janeiro";"Influenza";2024;10;"2024-03-03";71
"Estado do Rio de Janeiro";"Influenza";2024;11;"2024-03-10";53
"Estado do Rio de Janeiro";"Influenza";2024;12;"2024-03-17";70
"Estado do Rio de Janeiro";"Influenza";2024;13;"2024-03-24";35
"Estado do Rio de Janeiro";"Influenza";2024;14;"2024-03-31";64
"Estado do Rio de Janeiro";"Influenza";2024;15;"2024-04-07";62
"Estado do Rio de Janeiro";"Influenza";2024;16;"2024-04-14";62
"Estado do Rio de Janeiro";"Influenza";2024;17;"2024-04-21";72
"Estado do Rio de Janeiro";"Influenza";2024;18;"2024-04-28";51
"Estado do Rio de Janeiro";"Influenza";2024;19;"2024-05-05";35
"Estado do Rio de Janeiro";"Influenza";2024;20;"2024-05-12";49
"Estado do Rio de Janeiro";"Influenza";2024;21;"2024-05-19";39
"Estado do Rio de Janeiro";"Influenza";2024;22;"2024-05-26";32
"Estado do Rio de Janeiro";"Influenza";2024;23;"2024-06-02";32
"Estado do Rio de Janeiro";"Influenza";2024;24;"2024-06-09";36
"Estado do Rio de Janeiro";"Influenza";2024;25;"2024-06-16";27
"Estado do Rio de Janeiro";"Influenza";2024;26;"2024-06-23";24
"Estado do Rio de Janeiro";"Influenza";2024;27;"2024-06-30";36
"Estado do Rio de Janeiro";"Influenza";2024;28;"2024-07-07";29
"Estado do Rio de Janeiro";"Influenza";2024;29;"2024-07-14";25
"Estado do Rio de Janeiro";"Influenza";2024;30;"2024-07-21";13
"Estado do Rio de Janeiro";"Influenza";2024;31;"2024-07-28";20
"Estado do Rio de Janeiro";"Influenza";2024;32;"2024-08-04";16
"Estado do Rio de Janeiro";"Influenza";2024;33;"2024-08-11";20
"Estado do Rio de Janeiro";"Influenza";2024;34;"2024-08-18";22
"Estado do Rio de Janeiro";"Influenza";2024;35;"2024-08-25";22
"Estado do Rio de Janeiro";"Influenza";2024;36;"2024-09-01";31
"Estado do Rio de Janeiro";"Influenza";2024;37;"2024-09-08";25
"Estado do Rio de Janeiro";"Influenza";2024;38;"2024-09-15";32
"Estado do Rio de Janeiro";"Influenza";2024;39;"2024-09-22";27
"Estado do Rio de Janeiro";"Influenza";2024;40;"2024-09-29";25
"Estado do Rio de Janeiro";"Influenza";2024;41;"2024-10-06";31
"Estado do Rio de Janeiro";"Influenza";2024;42;"2024-10-13";34
"Estado do Rio de Janeiro";"Influenza";2024;43;"2024-10-20";40
"Estado do Rio de Janeiro";"Influenza";2024;44;"2024-10-27";34
"Estado do Rio de Janeiro";"Influenza";2024;45;"2024-11-03";32
