"agente","ano","cod6","nome","valor","z","lag_z","Ii","p_perm","p_fdr","quadrante","nivel","classe","n_vizinhos","instavel"
"influenza",2023,"330490","São Gonçalo",2.74246315026843,-1.86594970286739,-0.436162348058443,0.0687858585068148,0.9692,0.980254945054945,"LL","ns","ns",3,FALSE
"influenza",2023,"330500","São João da Barra",1.89096073172642,-2.7174521214094,-2.23424636080678,0.513149626388884,0.3032,0.648706976744186,"LL","ns","ns",2,FALSE
"influenza",2023,"330510","São João de Meriti",2.1257575952174,-2.48265525791841,-2.1496677025797,0.451064663606285,0.0806,0.468658823529412,"LL","ns","ns",5,FALSE
"influenza",2023,"330513","São José de Ubá",3.31863024471451,-1.28978260842131,-1.76277776289064,0.192160949812681,0.2838,0.629542857142857,"LL","ns","ns",4,FALSE
"influenza",2023,"330515","São José do Vale do Rio Preto",2.40771767884361,-2.20069517429221,0.567848049643862,-0.105619251740125,0.6556,0.84950985915493,"LH","ns","ns",6,FALSE
"influenza",2023,"330520","São Pedro da Aldeia",7.37120362575625,2.76279077262044,0.0509551388498083,0.0118983583036671,0.8262,0.9384,"HH","ns","ns",4,FALSE
"influenza",2023,"330530","São Sebastião do Alto",3.26336523823822,-1.3450476148976,-0.87096937268675,0.099012858547505,0.596,0.845333333333333,"LL","ns","ns",6,FALSE
"influenza",2023,"330540","Sapucaia",2.61638687659568,-1.99202597654013,-0.743640911552462,0.125201441403273,0.7938,0.924425316455696,"LL","ns","ns",4,FALSE
"influenza",2023,"330550","Saquarema",15.4277434775087,10.8193306243729,2.19447415372106,2.00669754519433,0.201,0.528342857142857,"HH","ns","ns",4,FALSE
"influenza",2023,"330555","Seropédica",2.88480370247273,-1.72360915066309,-2.37289135705368,0.345674785779699,0.0232,0.46,"LL","indicativo","LL",6,FALSE
"influenza",2023,"330560","Silva Jardim",4.26684514244557,-0.341567710690239,3.18434335318024,-0.0919279880778656,0.0732,0.468658823529412,"LH","ns","ns",5,FALSE
"influenza",2023,"330570","Sumidouro",4.81530737256279,0.206894519426973,0.598745660642398,0.0104698973130021,0.6182,0.845333333333333,"HH","ns","ns",6,FALSE
"influenza",2023,"330575","Tanguá",8.20797039481615,3.59955754168034,2.10230537616504,0.639581625158786,0.1972,0.528342857142857,"HH","ns","ns",5,FALSE
"influenza",2023,"330580","Teresópolis",1.14685855356279,-3.46155429957303,1.71991272992796,-0.503186077548081,0.2396,0.580084210526316,"LH","ns","ns",6,FALSE
"influenza",2023,"330590","Trajano de Moraes",5.36457078013168,0.756157926995865,2.77384587103598,0.177274346035604,0.0488,0.468658823529412,"HH","indicativo","HH",8,FALSE
"influenza",2023,"330600","Três Rios",5.59177347524961,0.983360622113794,1.09725338907293,0.0911949524128565,0.428,0.730207407407407,"HH","ns","ns",6,FALSE
"influenza",2023,"330610","Valença",7.13784448012439,2.52943162698858,-0.131622410356208,-0.0281386877960245,0.9264,0.9729,"HL","ns","ns",5,FALSE
"influenza",2023,"330615","Varre-Sai",3.07519100867927,-1.53322184445654,-1.50586377685644,0.195137951500814,0.5076,0.810868965517241,"LL","ns","ns",3,FALSE
"influenza",2023,"330620","Vassouras",4.90796506744781,0.299552214311998,-0.178504467118034,-0.00451931569632061,0.9566,0.980254945054945,"HL","ns","ns",8,FALSE
"influenza",2023,"330630","Volta Redonda",6.3733497824628,1.76493692932699,-0.96948051205874,-0.144616994206174,0.6268,0.845333333333333,"HL","ns","ns",5,FALSE
"influenza",2024,"330010","Angra dos Reis",11.4809685217125,1.14312904995162,-2.89032178550624,-0.0885389573962751,0.3736,0.670918518518518,"HL","ns","ns",3,FALSE
"influenza",2024,"330015","Aperibé",14.5086682847427,4.17082881298178,10.6004464673396,1.18478478407606,0.0208,0.2392,"HH","indicativo","HH",3,FALSE
"influenza",2024,"330020","Araruama",7.75357138948128,-2.58426808227962,0.49723427776504,-0.0344343246237988,0.7258,0.892635897435897,"LH","ns","ns",8,FALSE
"influenza",2024,"330022","Areal",9.49114494355122,-0.846694528209682,-2.05155291690497,0.046548149699788,0.548,0.808723809523809,"LL","ns","ns",4,FALSE
"influenza",2024,"330023","Armação dos Búzios",6.91348062820366,-3.42435884355725,3.46308088683309,-0.31778606541654,0.325,0.65,"LH","ns","ns",1,TRUE
"influenza",2024,"330025","Arraial do Cabo",6.38305883285561,-3.9547806389053,0.127852303258259,-0.0135495197195062,0.7786,0.89539,"LH","ns","ns",4,FALSE
"influenza",2024,"330030","Barra do Piraí",37.3640531837711,27.0262137120101,-0.703277563274407,-0.509336634956004,0.9726,0.983287912087912,"HL","ns","ns",7,FALSE
"influenza",2024,"330040","Barra Mansa",6.61738776504582,-3.72045170671509,6.62480858522188,-0.660483468184886,0.016,0.233942857142857,"LH","indicativo","LH",8,FALSE
"influenza",2024,"330045","Belford Roxo",4.01409457337912,-6.32374489838178,-4.50934210853547,0.76415326456543,0.0178,0.233942857142857,"LL","indicativo","LL",4,FALSE
"influenza",2024,"330050","Bom Jardim",13.4078488689008,3.0700093971399,2.97578640945869,0.244812960934382,0.3234,0.65,"HH","ns","ns",4,FALSE
"influenza",2024,"330060","Bom Jesus do Itabapoana",4.47786315468844,-5.85997631707247,1.25134140980803,-0.196500935909093,0.5538,0.808723809523809,"LH","ns","ns",5,FALSE
"influenza",2024,"330070","Cabo Frio",13.800920358594,3.46308088683309,-1.10715324825446,-0.102745620610962,0.8472,0.926710588235294,"HL","ns","ns",5,FALSE
"influenza",2024,"330080","Cachoeiras de Macacu",12.254556944029,1.9167174722681,-1.04899288096211,-0.053879503913376,0.7568,0.892635897435897,"HL","ns","ns",7,FALSE
"influenza",2024,"330090","Cambuci",28.870224244974,18.5323847732131,3.92439423078419,1.94893288146452,0.109,0.495485714285714,"HH","ns","ns",7,FALSE
"influenza",2024,"330093","Carapebus",24.8418712053965,14.5040317336356,2.28034530629956,0.886303170794596,0.365,0.670918518518518,"HH","ns","ns",3,FALSE
"influenza",2024,"330095","Comendador Levy Gasparian",10.2674043616865,-0.0704351100743796,-4.97172090778961,0.00938401913158028,0.0608,0.4278,"LL","ns","ns",2,FALSE
"influenza",2024,"330100","Campos dos Goytacazes",4.73722969683358,-5.60060977492732,-0.935419914182501,0.140389578840933,0.6982,0.892635897435897,"LL","ns","ns",10,FALSE
"influenza",2024,"330110","Cantagalo",12.0191381254564,1.68129865369549,1.87123075617529,0.0843072955532266,0.3938,0.670918518518518,"HH","ns","ns",7,FALSE
"influenza",2024,"330115","Cardoso Moreira",13.8455482272524,3.50770875549154,-3.88070199059651,-0.364776427711331,0.1288,0.495485714285714,"HL","ns","ns",3,FALSE
"influenza",2024,"330120","Carmo",10.491917935017,0.154078463256086,0.481628017861996,0.0019885963012486,0.6864,0.892635897435897,"HH","ns","ns",4,FALSE
"influenza",2024,"330130","Casimiro de Abreu",16.5597312845938,6.2218918128329,3.0195274203064,0.503447720492369,0.2454,0.562321951219512,"HH","ns","ns",6,FALSE
"influenza",2024,"330140","Conceição de Macabu",11.6073746635913,1.26953519183037,1.43550424788783,0.0488362346590257,0.5116,0.797749152542373,"HH","ns","ns",6,FALSE
"influenza",2024,"330150","Cordeiro",9.73625606183945,-0.601583409921458,0.902317465495554,-0.0145461533115138,0.612,0.853090909090909,"LH","ns","ns",5,FALSE
"influenza",2024,"330160","Duas Barras",12.1127422160834,1.77490274432246,2.73446537791247,0.130058857800353,0.2784,0.595646511627907,"HH","ns","ns",6,FALSE
"influenza",2024,"330170","Duque de Caxias",6.69475418651645,-3.64308528524446,-2.91707694369173,0.28478044785468,0.1118,0.495485714285714,"LL","ns","ns",7,FALSE
"influenza",2024,"330180","Engenheiro Paulo de Frontin",7.05375702021453,-3.28408245154638,-2.55985077167853,0.225279485941118,0.345,0.670918518518518,"LL","ns","ns",4,FALSE
"influenza",2024,"330185","Guapimirim",4.75434744451238,-5.58349202724853,0.0163569444470422,-0.0024473778480136,0.8118,0.9108,"LH","ns","ns",5,FALSE
"influenza",2024,"330187","Iguaba Grande",11.7646863696035,1.42684689784258,-2.77776640351598,-0.106210154850471,0.387,0.670918518518518,"HL","ns","ns",3,FALSE
"influenza",2024,"330190","Itaboraí",8.1500753111309,-2.18776416063,-2.64167182527367,0.154871788441689,0.2012,0.539908571428571,"LL","ns","ns",6,FALSE
"influenza",2024,"330200","Itaguaí",5.85017008174,-4.4876693900209,-2.71203007898627,0.326143180707285,0.1482,0.495485714285714,"LL","ns","ns",7,FALSE
"influenza",2024,"330205","Italva",9.00465305544296,-1.33318641631794,3.14285139824583,-0.112281362177313,0.232,0.561684210526316,"LH","ns","ns",6,FALSE
"influenza",2024,"330210","Itaocara",14.9312280352598,4.59338856349889,4.32184120809928,0.531979548621374,0.1316,0.495485714285714,"HH","ns","ns",6,FALSE
"influenza",2024,"330220","Itaperuna",23.3237502050753,12.9859107333144,0.887485973534894,0.308835244710984,0.5656,0.81305,"HH","ns","ns",8,FALSE
"influenza",2024,"330225","Itatiaia",7.9887027553666,-2.34913671639431,26.0635079773733,-1.64071862109598,0.0288,0.2576,"LH","indicativo","LH",1,TRUE
"influenza",2024,"330227","Japeri",7.57354974336869,-2.76428972839222,-4.74648780093951,0.351600006770887,0.0056,0.171733333333333,"LL","indicativo","LL",5,FALSE
"influenza",2024,"330230","Laje do Muriaé",8.0045760677164,-2.33326340404451,6.46759467198191,-0.404389164035418,0.184,0.539908571428571,"LH","ns","ns",2,FALSE
"influenza",2024,"330240","Macaé",18.7021628393628,8.36432336760189,5.41463983355144,1.21364964748299,0.0698,0.4278,"HH","ns","ns",6,FALSE
"influenza",2024,"330245","Macuco",11.2608236145823,0.922984142821422,-1.06965341069615,-0.0264563706171487,0.8926,0.943898850574713,"HL","ns","ns",4,FALSE
"influenza",2024,"330250","Magé",8.75930774074763,-1.57853173101328,-2.21260740093483,0.0935945634158872,0.5776,0.817526153846154,"LL","ns","ns",3,FALSE
"influenza",2024,"330260","Mangaratiba",5.44391268280484,-4.89392678895607,-1.0788091219282,0.141479991142649,0.9472,0.974791111111111,"LL","ns","ns",3,FALSE
"influenza",2024,"330270","Maricá",7.02862241380305,-3.30921705795786,-0.717286056360414,0.0636078312879941,0.9536,0.974791111111111,"LL","ns","ns",5,FALSE
"influenza",2024,"330280","Mendes",8.34251379350785,-1.99532567825306,4.09958585783715,-0.219203116128141,0.1854,0.539908571428571,"LH","ns","ns",5,FALSE
"influenza",2024,"330285","Mesquita",6.2298689292915,-4.10797054246941,-3.37981291672682,0.37205995381218,0.0936,0.491688888888889,"LL","ns","ns",5,FALSE
"influenza",2024,"330290","Miguel Pereira",5.17520236700767,-5.16263710475324,-2.29610813076252,0.317655866722383,0.2292,0.561684210526316,"LL","ns","ns",8,FALSE
"influenza",2024,"330300","Miracema",10.2871180824103,-0.0507213893506151,5.60369375795658,-0.00761655320121357,0.1296,0.495485714285714,"LH","ns","ns",4,FALSE
"influenza",2024,"330310","Natividade",10.9965381512902,0.658698679529291,1.17859073277084,0.0208038043365077,0.5488,0.808723809523809,"HH","ns","ns",4,FALSE
"influenza",2024,"330320","Nilópolis",9.70589976789089,-0.631939703870016,-3.22353266077613,0.0545884374191517,0.2694,0.590114285714286,"LL","ns","ns",3,FALSE
"influenza",2024,"330330","Niterói",9.6957698692502,-0.642069602510702,-2.07873999788822,0.0357663998912755,0.732,0.892635897435897,"LL","ns","ns",2,FALSE
"influenza",2024,"330340","Nova Friburgo",24.0052733856962,13.6674339139353,1.292493437903,0.473378223178947,0.428,0.715927272727273,"HH","ns","ns",9,FALSE
"influenza",2024,"330350","Nova Iguaçu",5.95708693023759,-4.38075254152332,-3.9376912506571,0.462256820716304,0.0056,0.171733333333333,"LL","indicativo","LL",9,FALSE
"influenza",2024,"330360","Paracambi",5.44154704503757,-4.89629242672334,-3.2797555354282,0.430330142407608,0.0518,0.397133333333333,"LL","ns","ns",7,FALSE
"influenza",2024,"330370","Paraíba do Sul",5.38227176791249,-4.95556770384841,-1.14018068590746,0.15141191060503,0.7054,0.892635897435897,"LL","ns","ns",7,FALSE
"influenza",2024,"330380","Paraty",6.45268792991356,-3.88515154184735,1.14312904995162,-0.119013484438531,0.5364,0.808723809523809,"LH","ns","ns",1,TRUE
"influenza",2024,"330385","Paty do Alferes",6.53386962638648,-3.80396984537443,-1.42864939397441,0.145631617318003,0.7448,0.892635897435897,"LL","ns","ns",4,FALSE
"influenza",2024,"330390","Petrópolis",12.9265945814494,2.58875510968848,-3.20707692672301,-0.222481186590401,0.0308,0.2576,"HL","indicativo","HL",10,FALSE
"influenza",2024,"330395","Pinheiral",5.46070434012774,-4.87713513163317,10.7801324109425,-1.40890538757213,0.0236,0.241244444444444,"LH","indicativo","LH",3,FALSE
"influenza",2024,"330400","Piraí",10.1750778041907,-0.162761667570194,1.5792996926671,-0.00688826152263945,0.4404,0.722764912280702,"LH","ns","ns",8,FALSE
"influenza",2024,"330410","Porciúncula",8.3803741591606,-1.9574653126003,0.102296253485486,-0.00536595157340825,0.7098,0.892635897435897,"LH","ns","ns",2,FALSE
"influenza",2024,"330411","Porto Real",9.80873271738828,-0.529106754372627,6.27255986415761,-0.0889367113227784,0.1508,0.495485714285714,"LH","ns","ns",3,FALSE
"influenza",2024,"330412","Quatis",6.81246279357556,-3.52537667818535,5.08872086153329,-0.48073650467485,0.162,0.513931034482759,"LH","ns","ns",4,FALSE
"influenza",2024,"330414","Queimados",6.14660526752467,-4.19123420423623,-4.08218833245899,0.458487935771314,0.0962,0.491688888888889,"LL","ns","ns",3,FALSE
"influenza",2024,"330415","Quissamã",7.54501683122731,-2.7928226405336,3.39098571684621,-0.253782845629091,0.318,0.65,"LH","ns","ns",3,FALSE
"influenza",2024,"330420","Resende",36.4013474491342,26.0635079773733,-2.53101796391684,-1.76775079745071,0.3896,0.670918518518518,"HL","ns","ns",4,FALSE
"influenza",2024,"330430","Rio Bonito",7.86464070009386,-2.47319877166705,-1.21993464588542,0.0808515840839902,0.749,0.892635897435897,"LL","ns","ns",6,FALSE
"influenza",2024,"330440","Rio Claro",10.4459524460456,0.108112974284685,-1.10745588582051,-0.00320846419209866,0.7778,0.89539,"HL","ns","ns",6,FALSE
"influenza",2024,"330450","Rio das Flores",7.66194103309396,-2.67589843866695,-1.53326055032844,0.109945772141028,0.806,0.9108,"LL","ns","ns",3,FALSE
"influenza",2024,"330452","Rio das Ostras",10.1003934313369,-0.237446040423999,7.29310759021739,-0.0464056113036134,0.1452,0.495485714285714,"LH","ns","ns",2,FALSE
"influenza",2024,"330455","Rio de Janeiro",10.6807720968066,0.34293262504573,-4.03692860792775,-0.0370981983346759,0.0086,0.1978,"HL","indicativo","HL",7,FALSE
"influenza",2024,"330460","Santa Maria Madalena",7.41354988381283,-2.92428958794808,-2.87954265003997,0.225650780019813,0.2054,0.539908571428571,"LL","ns","ns",5,FALSE
"influenza",2024,"330470","Santo Antônio de Pádua",19.0134055370677,8.67556606530675,5.33562350854804,1.24044052020826,0.0686,0.4278,"HH","ns","ns",6,FALSE
"influenza",2024,"330475","São Francisco de Itabapoana",3.88762137191714,-6.45021809984377,-4.32458037756428,0.747500209559273,0.1262,0.495485714285714,"LL","ns","ns",2,FALSE
"influenza",2024,"330480","São Fidélis",5.62952969121664,-4.70830978054426,2.05066786242186,-0.258733879432416,0.3742,0.670918518518518,"LH","ns","ns",7,FALSE
"influenza",2024,"330490","São Gonçalo",9.48957653394233,-0.848262937818575,-2.04635027369952,0.0465161124730893,0.6396,0.875623529411765,"LL","ns","ns",3,FALSE
"influenza",2024,"330500","São João da Barra",7.28928849155966,-3.04855098020125,-6.02541393738554,0.492235912186996,0.002,0.171733333333333,"LL","indicativo","LL",2,FALSE
"influenza",2024,"330510","São João de Meriti",4.4322794068562,-5.90556006490471,-2.87276156098399,0.454625318023307,0.194,0.539908571428571,"LL","ns","ns",5,FALSE
"influenza",2024,"330513","São José de Ubá",13.4244011090106,3.08656163724966,10.0357850456209,0.830078662870836,0.0178,0.233942857142857,"HH","indicativo","HH",4,FALSE
"influenza",2024,"330515","São José do Vale do Rio Preto",9.48631451003176,-0.851524961729147,-0.905482470816678,0.020661905764045,0.8366,0.926710588235294,"LL","ns","ns",6,FALSE
"influenza",2024,"330520","São Pedro da Aldeia",8.5435889823979,-1.79425048936301,-0.412280234127314,0.0198229613001515,0.887,0.943898850574713,"LL","ns","ns",4,FALSE
"influenza",2024,"330530","São Sebastião do Alto",7.91711819570376,-2.42072127605715,-0.562089269829673,0.0364622133414632,0.9838,0.9838,"LL","ns","ns",6,FALSE
"influenza",2024,"330540","Sapucaia",10.3725948958214,0.0347554240604975,-1.81244134020858,-0.00168802742050731,0.6472,0.875623529411765,"HL","ns","ns",4,FALSE
"influenza",2024,"330550","Saquarema",15.9820835201362,5.64424404837534,-3.47981538528066,-0.526326132226948,0.142,0.495485714285714,"HL","ns","ns",4,FALSE
"influenza",2024,"330555","Seropédica",5.23631674429948,-5.10152272746143,-3.39621761097505,0.464288878969255,0.0744,0.4278,"LL","ns","ns",6,FALSE
"influenza",2024,"330560","Silva Jardim",5.78187994793268,-4.55595952382823,3.34971526901792,-0.408959871525054,0.2506,0.562321951219512,"LH","ns","ns",5,FALSE
"influenza",2024,"330570","Sumidouro",8.77339472113044,-1.56444475063046,2.35370893596118,-0.0986747267175921,0.3528,0.670918518518518,"LH","ns","ns",6,FALSE
"influenza",2024,"330575","Tanguá",4.78526184254278,-5.55257762921813,-0.0818436939222931,0.0121779113237154,0.8562,0.926710588235294,"LL","ns","ns",5,FALSE
"influenza",2024,"330580","Teresópolis",9.68044750368281,-0.657391968078095,1.69557412604729,-0.0298699241735175,0.4478,0.722764912280702,"LH","ns","ns",6,FALSE
"influenza",2024,"330590","Trajano de Moraes",7.40023186125941,-2.9376076105015,2.66846146742527,-0.210062082369622,0.2422,0.562321951219512,"LH","ns","ns",8,FALSE
"influenza",2024,"330600","Três Rios",5.3499653600301,-4.98787411173081,-0.68345196168544,0.0913516558825914,0.913,0.9545,"LL","ns","ns",6,FALSE
"influenza",2024,"330610","Valença",8.87877340160849,-1.45906607015241,3.78386780229166,-0.147946215061751,0.2032,0.539908571428571,"LH","ns","ns",5,FALSE
"influenza",2024,"330615","Varre-Sai",9.88373329920259,-0.454106172558319,-2.38624765004783,0.0290379440869168,0.507,0.797749152542373,"LL","ns","ns",3,FALSE
"influenza",2024,"330620","Vassouras",12.1526915947764,1.81485212301552,0.461208302426908,0.0224301049790285,0.724,0.892635897435897,"HH","ns","ns",8,FALSE
"influenza",2024,"330630","Volta Redonda",15.8147846601485,5.47694518838756,3.67479563607528,0.539342361519291,0.2132,0.544844444444444,"HH","ns","ns",5,FALSE
"influenza",2025,"330010","Angra dos Reis",8.80111591511798,-9.17548199415165,-6.26415228537282,0.257360389796402,0.5034,0.712504615384615,"LL","ns","ns",3,FALSE
"influenza",2025,"330015","Aperibé",7.71856532636074,-10.2580325829089,12.7522557563762,-0.585735571917132,0.1696,0.587437037037037,"LH","ns","ns",3,FALSE
"influenza",2025,"330020","Araruama",8.55155321896857,-9.42504469030106,-5.92377455328172,0.249995649603617,0.218,0.6118,"LL","ns","ns",8,FALSE
"influenza",2025,"330022","Areal",7.44455872863557,-10.5320391806341,2.87369669468603,-0.135520160008701,0.591,0.740906666666667,"LH","ns","ns",4,FALSE
"influenza",2025,"330023","Armação dos Búzios",5.08543665644761,-12.891161252822,-8.05894909964252,0.465179925652324,0.7572,0.849541463414634,"LL","ns","ns",1,TRUE
"influenza",2025,"330025","Arraial do Cabo",13.1194082737413,-4.85718963552832,-6.58264639691418,0.143164749393107,0.3612,0.649207547169811,"LL","ns","ns",4,FALSE
"influenza",2025,"330030","Barra do Piraí",27.2101319387487,9.2335340294791,21.534253833493,0.890324436036983,0.004,0.184,"HH","indicativo","HH",7,FALSE
"influenza",2025,"330040","Barra Mansa",34.1605347219092,16.1839368126395,9.16824207912211,0.664386435860656,0.1202,0.526590476190476,"HH","ns","ns",8,FALSE
"influenza",2025,"330045","Belford Roxo",3.72461019880474,-14.2519877104649,-10.2271672958536,0.652651455081981,0.0348,0.5152,"LL","indicativo","LL",4,FALSE
"influenza",2025,"330050","Bom Jardim",24.009837993339,6.03324008406941,10.6148198333041,0.286756813809665,0.2024,0.6118,"HH","ns","ns",4,FALSE
"influenza",2025,"330060","Bom Jesus do Itabapoana",45.3711383074779,27.3945403982083,-4.13781532532906,-0.507557948841112,0.648,0.774233766233766,"HL","ns","ns",5,FALSE
"influenza",2025,"330070","Cabo Frio",9.91764880962711,-8.05894909964252,-7.10076647511966,0.256232464724431,0.2218,0.6118,"LL","ns","ns",5,FALSE
"influenza",2025,"330080","Cachoeiras de Macacu",9.50734612561737,-8.46925178365227,-0.907981116947388,0.0344328025513613,0.9668,0.9668,"LL","ns","ns",7,FALSE
"influenza",2025,"330090","Cambuci",53.2610338508577,35.2844359415881,-0.770967328044414,-0.121806275640807,0.9068,0.948018181818182,"HL","ns","ns",7,FALSE
"influenza",2025,"330093","Carapebus",54.8380893968659,36.8614914875963,6.16553159203824,1.01763946805861,0.3664,0.649207547169811,"HH","ns","ns",3,FALSE
"influenza",2025,"330095","Comendador Levy Gasparian",18.7965934992285,0.819995589958822,-1.50101672017201,-0.00551121759043868,0.8602,0.920213953488372,"HL","ns","ns",2,FALSE
"influenza",2025,"330100","Campos dos Goytacazes",8.24743187318924,-9.7291660360804,-2.87152997822965,0.125094864451211,0.59,0.740906666666667,"LL","ns","ns",10,FALSE
"influenza",2025,"330110","Cantagalo",18.6085061664454,0.63190825717578,1.37313590438267,0.00388524190889167,0.6874,0.79534,"HH","ns","ns",7,FALSE
"influenza",2025,"330115","Cardoso Moreira",7.083304732977,-10.8932931762926,-7.90367648675054,0.385512850147809,0.2918,0.646,"LL","ns","ns",3,FALSE
"influenza",2025,"330120","Carmo",16.5645259516864,-1.41207195758325,6.20375816156591,-0.039224931986493,0.374,0.649207547169811,"LH","ns","ns",4,FALSE
"influenza",2025,"330130","Casimiro de Abreu",14.6798102755246,-3.296787633745,4.27885917682266,-0.0631639785231475,0.4408,0.68953220338983,"LH","ns","ns",6,FALSE
"influenza",2025,"330140","Conceição de Macabu",17.590083864116,-0.38651404515365,4.34771671482562,-0.0075244893195537,0.437,0.68953220338983,"LH","ns","ns",6,FALSE
"influenza",2025,"330150","Cordeiro",14.6522393856847,-3.32435852358496,3.38007313517763,-0.050313492369158,0.5292,0.713866666666667,"LH","ns","ns",5,FALSE
"influenza",2025,"330160","Duas Barras",39.5361812639956,21.5595833547259,7.8981902822931,0.762462462621255,0.2038,0.6118,"HH","ns","ns",6,FALSE
"influenza",2025,"330170","Duque de Caxias",7.0368110032558,-10.9397869060138,-5.38421981051663,0.263743736977719,0.3118,0.646,"LL","ns","ns",7,FALSE
"influenza",2025,"330180","Engenheiro Paulo de Frontin",15.8964490464841,-2.0801488627855,16.5863412185463,-0.154488274499063,0.067,0.5152,"LH","ns","ns",4,FALSE
"influenza",2025,"330185","Guapimirim",11.8585431612447,-6.11805474802491,-4.28540824422094,0.117396749156443,0.6036,0.740906666666667,"LL","ns","ns",5,FALSE
"influenza",2025,"330187","Iguaba Grande",14.1636552747584,-3.81294263451125,-6.43862782967708,0.109926931445085,0.4682,0.694748387096774,"LL","ns","ns",3,FALSE
"influenza",2025,"330190","Itaboraí",7.85715316738868,-10.119444741881,-5.77519928422104,0.261682192251752,0.3148,0.646,"LL","ns","ns",6,FALSE
"influenza",2025,"330200","Itaguaí",19.0854130086494,1.10881509937978,-6.81190134007102,-0.0338203417543459,0.1658,0.587437037037037,"HL","ns","ns",7,FALSE
"influenza",2025,"330205","Italva",18.6847071755601,0.70810926629051,4.91429050392026,0.0155815843357349,0.3906,0.665466666666667,"HH","ns","ns",6,FALSE
"influenza",2025,"330210","Itaocara",13.7139354574084,-4.26266245186123,1.56094465294214,-0.0297933239667943,0.6916,0.79534,"LH","ns","ns",6,FALSE
"influenza",2025,"330220","Itaperuna",20.0957964958296,2.11919858655994,5.48485521854736,0.0520459973205968,0.3044,0.646,"HH","ns","ns",8,FALSE
"influenza",2025,"330225","Itatiaia",29.2904761743904,11.3138782651207,27.6590854780287,1.40119903391613,0.1166,0.526590476190476,"HH","ns","ns",1,TRUE
"influenza",2025,"330227","Japeri",2.39726802939616,-15.5793298798735,-9.07319626555108,0.632935696503607,0.0586,0.5152,"LL","ns","ns",5,FALSE
"influenza",2025,"330230","Laje do Muriaé",9.34378337219462,-8.63281453707502,-4.46782447614835,0.172702659353939,0.837,0.920213953488372,"LL","ns","ns",2,FALSE
"influenza",2025,"330240","Macaé",43.876486939609,25.8998890303394,8.86970289612754,1.02862597572474,0.1724,0.587437037037037,"HH","ns","ns",6,FALSE
"influenza",2025,"330245","Macuco",16.6307298259923,-1.34586808327738,-5.37715324758921,0.0324045070589571,0.5244,0.713866666666667,"LL","ns","ns",4,FALSE
"influenza",2025,"330250","Magé",8.12580422785397,-9.85079368141567,-3.52940007894197,0.15567634458844,0.8564,0.920213953488372,"LL","ns","ns",3,FALSE
"influenza",2025,"330260","Mangaratiba",12.3427861088144,-5.63381180045527,-3.20010287242513,0.0807266231434257,0.9038,0.948018181818182,"LL","ns","ns",3,FALSE
"influenza",2025,"330270","Maricá",16.8979887489198,-1.07860916034983,-5.43278031065376,0.0262383643863346,0.4596,0.694748387096774,"LL","ns","ns",5,FALSE
"influenza",2025,"330280","Mendes",19.8704352995525,1.89383739028283,13.221791643125,0.11212010785773,0.0942,0.526590476190476,"HH","ns","ns",5,FALSE
"influenza",2025,"330285","Mesquita",7.76015686862553,-10.2164410406441,-8.46105149197261,0.387056604437234,0.1028,0.526590476190476,"LL","ns","ns",5,FALSE
"influenza",2025,"330290","Miguel Pereira",19.8556903030208,1.87909239375117,2.5955795951038,0.0218390125147802,0.5618,0.727966197183099,"HH","ns","ns",8,FALSE
"influenza",2025,"330300","Miracema",6.92175037041301,-11.0548475388566,3.61824315638885,-0.17910224020849,0.5354,0.713866666666667,"LH","ns","ns",4,FALSE
"influenza",2025,"330310","Natividade",14.1335873669048,-3.84301054236482,5.40349847939262,-0.0929816225966987,0.4228,0.68953220338983,"LH","ns","ns",4,FALSE
"influenza",2025,"330320","Nilópolis",11.8588192525713,-6.11777865669831,-7.2119842349367,0.197560010215611,0.3686,0.649207547169811,"LL","ns","ns",3,FALSE
"influenza",2025,"330330","Niterói",24.2117769253464,6.23517901607674,-3.98071326087188,-0.111137425895021,0.94,0.960888888888889,"HL","ns","ns",2,FALSE
"influenza",2025,"330340","Nova Friburgo",52.1791503481507,34.2025524388811,3.42084315489231,0.523892511814381,0.4096,0.685149090909091,"HH","ns","ns",9,FALSE
"influenza",2025,"330350","Nova Iguaçu",7.46061848073578,-10.5159794285339,-8.41772824949631,0.396364855902713,0.0238,0.4784,"LL","indicativo","LL",9,FALSE
"influenza",2025,"330360","Paracambi",6.82436996195508,-11.1522279473146,-4.20604749785599,0.210032412887871,0.49,0.704375,"LL","ns","ns",7,FALSE
"influenza",2025,"330370","Paraíba do Sul",8.53243812030308,-9.44415978896655,8.3343316784967,-0.352439533405101,0.1806,0.5934,"LH","ns","ns",7,FALSE
"influenza",2025,"330380","Paraty",6.35159457610998,-11.6250033331597,-9.17548199415165,0.477608980897944,0.6166,0.74641052631579,"LL","ns","ns",1,TRUE
"influenza",2025,"330385","Paty do Alferes",8.81440323994249,-9.16219466932714,18.1573092648658,-0.744906076498045,0.0538,0.5152,"LH","ns","ns",4,FALSE
"influenza",2025,"330390","Petrópolis",24.4462393264825,6.46964141721284,-3.91558238615018,-0.113429779491295,0.4422,0.68953220338983,"HL","ns","ns",10,FALSE
"influenza",2025,"330395","Pinheiral",43.9192742116148,25.9426763023452,17.7523425452318,2.06215334700313,0.1112,0.526590476190476,"HH","ns","ns",3,FALSE
